# Js5ArchiveProviderImpl field naming pass.
file,kind,owner,member,signature,param_index,old,new,detail_regex,line,col,notes
Js5ArchiveProviderImpl,field,Js5ArchiveProviderImpl,,,,aClass291_6342,index,,,"Decoded JS5 index metadata"
Js5ArchiveProviderImpl,field,Js5ArchiveProviderImpl,,,,aByteArray6351,groupStatus,,,"Per-group status flags (-1 invalid,0 unknown,1 ready)"
Js5ArchiveProviderImpl,field,Js5ArchiveProviderImpl,,,,aClass348_Sub42_Sub16_6355,indexRequest,,,"Async operation for index payload retrieval"
Js5ArchiveProviderImpl,field,Js5ArchiveProviderImpl,,,,aClass112_6354,archiveActionHandler,,,"Archive disk async action handler"
Js5ArchiveProviderImpl,field,Js5ArchiveProviderImpl,,,,aClass356_6360,groupOperations,,,"Map of group id -> AsyncOperation"
Js5ArchiveProviderImpl,field,Js5ArchiveProviderImpl,,,,aClass137_6364,masterIndexArchiveDisk,,,"Archive disk for index container (group 255)"
Js5ArchiveProviderImpl,field,Js5ArchiveProviderImpl,,,,aClass137_6365,groupArchiveDisk,,,"Archive disk for individual groups"
Js5ArchiveProviderImpl,field,Js5ArchiveProviderImpl,,,,aBoolean6368,syncPriorityMode,,,"Whether provider is running priority synchronization pass"
Js5ArchiveProviderImpl,field,Js5ArchiveProviderImpl,,,,aClass262_6369,pendingGroupRequests,,,"Queue of requested group ids awaiting processing"
Js5ArchiveProviderImpl,field,Js5ArchiveProviderImpl,,,,aBoolean6371,syncNormalMode,,,"Whether provider is running normal synchronization pass"
Js5ArchiveProviderImpl,field,Js5ArchiveProviderImpl,,,,aClass262_6372,syncQueue,,,"Queue of group ids pending sync verification"
Js5ArchiveProviderImpl,field,Js5ArchiveProviderImpl,,,,aLong6374,nextStaleCheckAt,,,"Timestamp for next stale async-operation sweep"
Js5ArchiveProviderImpl,field,Js5ArchiveProviderImpl,,,,aBoolean6375,staleCheckEnabled,,,"Enable periodic stale async-operation cleanup"
