# Loading/Billboard/Particle list method naming pass.
file,kind,owner,member,signature,param_index,old,new,detail_regex,line,col,notes
LoadingScreenTypeList,method,LoadingScreenTypeList,,,,method1043,loadType,,,"Load loading screen type payload by id"
LoadingScreenTypeList,method,LoadingScreenTypeList,,,,method1044,hasGlobalFallback,,,"Whether a global fallback loading screen id exists"
LoadingScreenTypeList,method,LoadingScreenTypeList,,,,method1045,rotateObjectCoord,,,"Rotate object-local coordinate for orientation/size"
LoadingScreenTypeList,method,LoadingScreenTypeList,,,,method1046,getShuffledTypeIds,,,"Get type id sequence, optionally shuffled"
LoadingScreenTypeList,method,LoadingScreenTypeList,,,,method1047,clearStaticState,,,"Clear static LoadingScreenTypeList state"
LoadingScreenTypeList,method,LoadingScreenTypeList,,,,method1048,layoutWidgetWithinParent,,,"Recompute widget layout within parent bounds"
BillboardTypeList,method,BillboardTypeList,,,,method741,clearStaticState,,,"Clear static BillboardTypeList state"
BillboardTypeList,method,BillboardTypeList,,,,method742,get,,,"Get billboard type by id"
BillboardTypeList,method,BillboardTypeList,,,,method743,queueStateChange,,,"Queue delayed state change for billboard system"
ParticleEffectorTypeList,method,ParticleEffectorTypeList,,,,method1943,get,,,"Get particle effector type by id"
ParticleEffectorTypeList,method,ParticleEffectorTypeList,,,,method1944,clearStaticState,,,"Clear static ParticleEffectorTypeList state"
