# Preference lifecycle methods: defaults, validation, clamping, and serialization.
file,kind,owner,member,signature,param_index,old,new,detail_regex,line,col,notes
ClientPreference,method,ClientPreference,,,,method1710,getDefaultValue,,,"Default value for this preference"
ClientPreference,method,ClientPreference,,,,method1712,setValue,,,"Assign preference value"
ClientPreference,method,ClientPreference,,,,method1714,validateValue,,,"Validate a candidate value"
ClientPreference,method,ClientPreference,,,,method1716,clampValue,,,"Clamp/reset stored value into valid range"
ClientPreference,method,ClientPreference,,,,method1718,setValueIfValid,,,"Apply value only when validation allows it"
ClientPreferences,method,ClientPreferences,,,,method3421,decodeLegacy,,,"Decode legacy preference payload"
ClientPreferences,method,ClientPreferences,,,,method3422,getModeGame,,,"Return active mode game"
ClientPreferences,method,ClientPreferences,,,,method3423,ensureInitialized,,,"Initialize missing preference instances"
ClientPreferences,method,ClientPreferences,,,,method3424,decode,,,"Decode preferences from buffer"
ClientPreferences,method,ClientPreferences,,,,method3425,isLowMemorySoftwareMode,,,"Check low-memory software renderer fallback"
ClientPreferences,method,ClientPreferences,,,,method3426,clampAllPreferences,,,"Run clamp pass across all preference entries"
ClientPreferences,method,ClientPreferences,,,,method3427,encode,,,"Encode preferences to buffer"
ClientPreferences,method,ClientPreferences,,,,method3429,setPreferenceValue,,,"Set a single preference value with validation/clamp"
