# Global typed local/parameter cleanup for engine/support aliases.
file,kind,owner,member,signature,param_index,old,new,detail_regex,line,col,notes
*,local,*,,,,class38,devConsoleVar,,,"DevConsole typed variable"
*,local,*,,,,class358,modelTextureProjectionDataVar,,,"ModelTextureProjectionData typed variable"
*,local,*,,,,class352,groundItemPileCacheVar,,,"GroundItemPileCache typed variable"
*,local,*,,,,class323,worldMapFontVar,,,"WorldMapFont typed variable"
*,local,*,,,,class209,musicStreamGlobalsVar,,,"MusicStreamGlobals typed variable"
*,local,*,,,,class156,secondaryLinkedListIteratorVar,,,"SecondaryLinkedListIterator typed variable"
*,local,*,,,,class321,questTypeVar,,,"QuestType typed variable"
*,local,*,,,,class356,hashTableVar,,,"HashTable typed variable"
*,local,*,,,,class269,waterNormalMapResourcesVar,,,"WaterNormalMapResources typed variable"
*,local,*,,,,class222,cursorTypeVar,,,"CursorType typed variable"
*,local,*,,,,class206,openGLFramebufferVar,,,"OpenGLFramebuffer typed variable"
*,local,*,,,,class113,clientScriptResourcesVar,,,"ClientScriptResources typed variable"
*,local,*,,,,class41,faceNormalVar,,,"FaceNormal typed variable"
*,local,*,,,,class19,overheadTextRendererVar,,,"OverheadTextRenderer typed variable"
*,local,*,,,,class184,worldListDecoderVar,,,"WorldListDecoder typed variable"
