# Cleanup for high-frequency classNNN_suffix_ aliases (batch 5).
file,kind,owner,member,signature,param_index,old,new,detail_regex,line,col,notes
*,local,*,,,,class348_2_,nodeVar2,,,"Node typed variable"
*,local,*,,,,class334_0_,platformUtilVar0,,,"PlatformUtil typed variable"
*,local,*,,,,class23_85_,musicPatchNode2Var85,,,"MusicPatchNode2 typed variable"
*,local,*,,,,class23_47_,musicPatchNode2Var47,,,"MusicPatchNode2 typed variable"
*,local,*,,,,class123_280_,glVertexAttributeVar280,,,"GlVertexAttribute typed variable"
*,local,*,,,,class123_279_,glVertexAttributeVar279,,,"GlVertexAttribute typed variable"
*,local,*,,,,class45_7_,js5ArchiveVar7,,,"Js5Archive typed variable"
*,local,*,,,,class45_5_,js5ArchiveVar5,,,"Js5Archive typed variable"
*,local,*,,,,class45_1_,js5ArchiveVar1,,,"Js5Archive typed variable"
*,local,*,,,,class45_15_,js5ArchiveVar15,,,"Js5Archive typed variable"
*,local,*,,,,class299_306_,inboundPacketBufferVar306,,,"InboundPacketBuffer typed variable"
*,local,*,,,,class299_305_,inboundPacketBufferVar305,,,"InboundPacketBuffer typed variable"
*,local,*,,,,class258_156_,openGLTextureVar156,,,"OpenGLTexture typed variable"
*,local,*,,,,class148_19_,sceneEntityNodeVar19,,,"SceneEntityNode typed variable"
*,local,*,,,,class124_101_,modelDataVar101,,,"ModelData typed variable"
