# Connection, SocketConnection, PacketBuffer, and PacketWriter method naming pass.
file,kind,owner,member,signature,param_index,old,new,detail_regex,line,col,notes
Connection,method,Connection,,,,method1700,close,,,"Close connection resources"
Connection,method,Connection,,,,method1701,read,,,"Read bytes from connection"
Connection,method,Connection,,,,method1702,shutdown,,,"Shutdown connection streams"
Connection,method,Connection,,,,method1705,isAvailable,,,"Check whether byte count is available to read"
Connection,method,Connection,,,,method1706,write,,,"Write bytes to connection"
SocketConnection,method,SocketConnection,,,,method1707,clearScriptCache,,,"Clear client script cache"
SocketConnection,method,SocketConnection,,,,method1700,close,,,"Close socket connection"
SocketConnection,method,SocketConnection,,,,method1701,read,,,"Read bytes from async input stream"
SocketConnection,method,SocketConnection,,,,method1702,shutdown,,,"Shutdown async input/output wrappers"
SocketConnection,method,SocketConnection,,,,method1705,isAvailable,,,"Check whether byte count is available to read"
SocketConnection,method,SocketConnection,,,,method1706,write,,,"Write bytes to client stream writer"
PacketBuffer,method,PacketBuffer,,,,method3404,peekEncryptedSmartFlag,,,"Check if next ISAAC-decoded smart value uses two bytes"
PacketBuffer,method,PacketBuffer,,,,method3406,initIsaacCipher,,,"Initialize ISAAC cipher with seed"
PacketBuffer,method,PacketBuffer,,,,method3407,readEncryptedSmart,,,"Read ISAAC-decoded smart value"
PacketBuffer,method,PacketBuffer,,,,method3408,writeOpcode,,,"Write ISAAC-encoded opcode byte"
PacketBuffer,method,PacketBuffer,,,,method3409,readEncryptedBytes,,,"Read ISAAC-decoded byte sequence"
PacketBuffer,method,PacketBuffer,,,,method3415,bitsAvailable,,,"Return remaining bit count in packet segment"
PacketBuffer,method,PacketBuffer,,,,method3416,setIsaacCipher,,,"Assign ISAAC cipher instance"
PacketWriter,method,PacketWriter,,,,method3399,writeFloatLE,,,"Write float as little-endian int bits"
PacketWriter,method,PacketWriter,,,,method3400,writeFloatBE,,,"Write float as big-endian int bits"
PacketWriter,method,PacketWriter,,,,method3403,clearStaticState,,,"Clear static PacketWriter state"
