# Loading text/solid-fill layout fields (high confidence).
file,kind,owner,member,signature,param_index,old,new,detail_regex,line,col,notes
LoadingScreenTextLayout,field,LoadingScreenTextLayout,,,,anInt4931,width,,,"Text box width"
LoadingScreenTextLayout,field,LoadingScreenTextLayout,,,,anInt4932,offsetY,,,"Vertical offset anchor"
LoadingScreenTextLayout,field,LoadingScreenTextLayout,,,,anInt4935,lineHeight,,,"Line height for wrapped text"
LoadingScreenTextLayout,field,LoadingScreenTextLayout,,,,anInt4936,height,,,"Text box height"
LoadingScreenTextLayout,field,LoadingScreenTextLayout,,,,anInt4937,textColor,,,"Primary text color"
LoadingScreenTextLayout,field,LoadingScreenTextLayout,,,,anInt4940,textShadowColor,,,"Shadow color for text draw"
LoadingScreenTextLayout,field,LoadingScreenTextLayout,,,,aString4942,text,,,"Localized text payload"
LoadingScreenTextLayout,field,LoadingScreenTextLayout,,,,anInt4943,lineSpacing,,,"Additional line spacing parameter"
LoadingScreenTextLayout,field,LoadingScreenTextLayout,,,,aClass341_4945,verticalAlignment,,,"Vertical text alignment"
LoadingScreenTextLayout,field,LoadingScreenTextLayout,,,,anInt4946,outlineColor,,,"Outline/stroke color for text"
LoadingScreenTextLayout,field,LoadingScreenTextLayout,,,,anInt4947,offsetX,,,"Horizontal offset anchor"
LoadingScreenTextLayout,field,LoadingScreenTextLayout,,,,aClass221_4948,horizontalAlignment,,,"Horizontal text alignment"
LoadingScreenSolidFillLayout,field,LoadingScreenSolidFillLayout,,,,anInt4899,fillColor,,,"Solid-fill loading background color"
LoadingScreenSolidFillOp,field,LoadingScreenSolidFillOp,,,,aClass52_4671,layout,,,"Solid-fill layout configuration"
